iter	MultiRMSE
433	14.87919957
434	14.8767095
435	14.87547045
436	14.87354624
437	14.87189663
438	14.87023747
439	14.86832886
440	14.86738741
441	14.86517405
442	14.86287586
443	14.86212712
444	14.86003887
445	14.8593147
446	14.85866915
447	14.8568042
448	14.85429999
449	14.85257709
450	14.85196683
451	14.85072929
452	14.85043367
453	14.84803031
454	14.84555808
455	14.84392089
456	14.84179929
457	14.83974825
458	14.83814921
459	14.83611911
460	14.83290509
461	14.83021184
462	14.82639784
463	14.82407484
464	14.8221022
465	14.82037521
466	14.81807313
467	14.81536234
468	14.8135647
469	14.81314758
470	14.81268504
471	14.81066179
472	14.80877609
473	14.80774375
474	14.80604997
475	14.80308928
476	14.80193908
477	14.79928782
478	14.79794594
479	14.79503415
480	14.78994302
481	14.78894435
482	14.7871424
483	14.78461334
484	14.7839748
485	14.78255711
486	14.78044581
487	14.77780514
488	14.77607401
489	14.77478187
490	14.77272527
491	14.77101851
492	14.76914833
493	14.7664863
494	14.7655244
495	14.76357897
496	14.76221485
497	14.7597256
498	14.75807574
499	14.75589795
500	14.75519409
501	14.75269759
502	14.75231862
503	14.74873443
504	14.74714119
505	14.74395093
506	14.7417248
507	14.74121439
508	14.74047793
509	14.73857075
510	14.7367004
511	14.73592995
512	14.73384865
513	14.73327833
514	14.73067553
515	14.72923724
516	14.72886888
517	14.72813879
518	14.72762748
519	14.72571095
520	14.72540147
521	14.7239806
522	14.72215845
523	14.71999988
524	14.71808782
525	14.71659256
526	14.71391443
527	14.71287643
528	14.7122634
529	14.71169313
530	14.70953167
531	14.70792498
532	14.70647396
533	14.70545749
534	14.70318666
535	14.700898
536	14.69834435
537	14.6956446
538	14.69368696
539	14.6932585
540	14.69100082
541	14.68876647
542	14.6875292
543	14.68592253
544	14.68508956
545	14.68226605
546	14.67957389
547	14.67910362
548	14.67841892
549	14.67513115
550	14.67421373
551	14.67291785
552	14.67221588
553	14.67060089
554	14.66845771
555	14.66750138
556	14.66671
557	14.66588464
558	14.66374577
559	14.66226852
560	14.66009365
561	14.65872756
562	14.65715856
563	14.6557196
564	14.65497286
565	14.65266913
566	14.65105631
567	14.64979255
568	14.64911568
569	14.64740414
570	14.64463649
571	14.64265835
572	14.64074847
573	14.63981883
574	14.63933503
575	14.63781697
576	14.63495272
577	14.63330868
578	14.63112737
579	14.62862074
580	14.6260642
581	14.62417077
582	14.62235676
583	14.62148987
584	14.62032772
585	14.61764126
586	14.61620275
587	14.61584185
588	14.61380413
589	14.61258035
590	14.61066512
591	14.60888813
592	14.60601857
593	14.60461705
594	14.60385203
595	14.60170298
596	14.60023946
597	14.59869311
598	14.59675731
599	14.59537289
600	14.5928481
601	14.5912394
602	14.59042009
603	14.58978761
604	14.58751746
605	14.58627093
606	14.58523723
607	14.58324965
608	14.58167307
609	14.58019853
610	14.57916077
611	14.57840917
612	14.57674566
613	14.57483959
614	14.57318709
615	14.57188166
616	14.57015618
617	14.56861042
618	14.56663974
619	14.56504955
620	14.56469235
621	14.56385591
622	14.56250423
623	14.56096176
624	14.55845606
625	14.55680703
626	14.55576642
627	14.55415042
628	14.55287519
629	14.55147607
630	14.55023496
631	14.5488931
632	14.54659464
633	14.54577833
634	14.54388912
635	14.54375427
636	14.5426027
637	14.54222941
638	14.54124348
639	14.54107562
640	14.53896469
641	14.53847632
642	14.53677152
643	14.53568858
644	14.53451058
645	14.53398521
646	14.53253335
647	14.53130565
648	14.5300847
649	14.52886848
650	14.52744559
651	14.52709336
652	14.52563416
653	14.52452396
654	14.52423797
655	14.52380332
656	14.52151888
657	14.51901095
658	14.51801982
659	14.51666459
660	14.51561789
661	14.51339775
662	14.51217037
663	14.51032671
664	14.50883687
665	14.50627019
666	14.50419408
667	14.50301022
668	14.5016101
669	14.50068666
670	14.49882233
671	14.49789458
672	14.49723165
673	14.49598096
674	14.49564984
675	14.49462928
676	14.49393518
677	14.49263857
678	14.49095279
679	14.48950803
680	14.48878532
681	14.4873448
682	14.48579604
683	14.4847353
684	14.48407642
685	14.48232444
686	14.4813699
687	14.48114461
688	14.4798302
689	14.47777009
690	14.47732383
691	14.47577993
692	14.4740359
693	14.47238887
694	14.47181488
695	14.47130143
696	14.46951829
697	14.46709531
698	14.46550098
699	14.464068
700	14.46319188
701	14.4613495
702	14.46092869
703	14.45945836
704	14.45872068
705	14.45857665
706	14.4581428
707	14.45632194
708	14.45523524
709	14.45470272
710	14.45303823
711	14.45216331
712	14.4512116
713	14.45014017
714	14.44933393
715	14.44895475
716	14.44753839
717	14.4462619
718	14.44565998
719	14.44482123
720	14.44431911
721	14.44225693
722	14.44044469
723	14.43929692
724	14.43760118
725	14.43601306
726	14.43452511
727	14.4329162
728	14.4315253
729	14.4303205
730	14.42953478
731	14.42861184
732	14.42637589
733	14.424981
734	14.42376582
735	14.42203678
736	14.42063182
737	14.41883424
738	14.41796965
739	14.41602402
740	14.4141798
741	14.41305797
742	14.41134665
743	14.40943931
744	14.40836004
745	14.40610132
746	14.40504533
747	14.40369497
748	14.40190601
749	14.40059004
750	14.3986538
751	14.39813336
752	14.39736322
753	14.39595823
754	14.39534307
755	14.39442033
756	14.39303553
757	14.39148438
758	14.39052958
759	14.38906082
760	14.38680338
761	14.38624672
762	14.38528318
763	14.38373246
764	14.38202416
765	14.37991201
766	14.3792238
767	14.37809577
768	14.37571125
769	14.37464903
770	14.37382224
771	14.37260029
772	14.37158952
773	14.37007789
774	14.3689843
775	14.36795226
776	14.36736155
777	14.36578557
778	14.36517769
779	14.36473769
780	14.36344709
781	14.36216285
782	14.3607986
783	14.3597084
784	14.35837205
785	14.35639819
786	14.35480518
787	14.35314766
788	14.35282295
789	14.35167466
790	14.35028757
791	14.34862041
792	14.34782417
793	14.34654108
794	14.34515386
795	14.34461519
796	14.3438916
797	14.34188808
798	14.34129471
799	14.34004697
800	14.33895396
801	14.3378725
802	14.33663108
803	14.3360345
804	14.33490575
805	14.33454205
806	14.33370235
807	14.33278689
808	14.33115583
809	14.33077889
810	14.329049
811	14.32772482
812	14.32673045
813	14.32430631
814	14.32393859
815	14.32220732
816	14.31973614
817	14.3184814
818	14.31752303
819	14.31686765
820	14.31571194
821	14.31404582
822	14.31295369
823	14.31168084
824	14.31049226
825	14.30994232
826	14.30949565
827	14.30852071
828	14.30653148
829	14.30520781
830	14.3048116
831	14.30381106
832	14.30278805
833	14.30154987
834	14.30095237
835	14.30021886
836	14.29852996
837	14.29678511
838	14.29575972
839	14.29537633
840	14.29407785
841	14.29251468
842	14.29188311
843	14.29015782
844	14.28886217
845	14.28715633
846	14.28531238
847	14.28354418
848	14.28259657
849	14.28135867
850	14.27915572
851	14.27751972
852	14.27616817
853	14.2750011
854	14.27329007
855	14.27203639
856	14.27168344
857	14.27065791
858	14.2697685
859	14.26759353
860	14.26616741
861	14.26434025
862	14.26373331
863	14.262539
864	14.26043579
865	14.25942536
866	14.2583158
867	14.25682045
868	14.25626703
869	14.25561981
870	14.25451424
871	14.25370405
872	14.2535207
873	14.25225638
874	14.25121595
875	14.25010225
876	14.24933151
877	14.24860894
878	14.24678429
879	14.24571292
880	14.24366811
881	14.24220692
882	14.24044791
883	14.23908526
884	14.23857801
885	14.2378632
886	14.23611886
887	14.2344395
888	14.23357556
889	14.23195152
890	14.23078897
891	14.22988317
892	14.22881698
893	14.22798769
894	14.22687735
895	14.2248215
896	14.22231323
897	14.22152912
898	14.21996066
899	14.21898435
900	14.2184859
901	14.21764741
902	14.21619909
903	14.2154443
904	14.21440704
905	14.21321544
906	14.21166045
907	14.20937266
908	14.20817135
909	14.20664207
910	14.2055164
911	14.20408479
912	14.20289655
913	14.2016421
914	14.20008493
915	14.19933748
916	14.19749182
917	14.19611627
918	14.19470276
919	14.19280178
920	14.19025415
921	14.18825078
922	14.18748904
923	14.1868138
924	14.18572885
925	14.18513775
926	14.18405579
927	14.18356557
928	14.18303709
929	14.18257356
930	14.1822008
931	14.1797079
932	14.17799609
933	14.17550046
934	14.1734799
935	14.17150662
936	14.17049773
937	14.17019749
938	14.1694416
939	14.1682797
940	14.16719377
941	14.16588145
942	14.16493271
943	14.16400635
944	14.16335181
945	14.16207226
946	14.15998106
947	14.15930274
948	14.15867593
949	14.15777276
950	14.15697307
951	14.15518143
952	14.1537382
953	14.15227666
954	14.15080469
955	14.15009161
956	14.14942685
957	14.1481948
958	14.14733226
959	14.14531238
960	14.14417767
961	14.14271371
962	14.14106532
963	14.1399606
964	14.13835476
965	14.13761481
966	14.13557391
967	14.13363215
968	14.13206499
969	14.13013229
970	14.12898286
971	14.12707557
972	14.12667053
973	14.12558159
974	14.12353102
975	14.12261413
976	14.12198813
977	14.12078484
978	14.12041595
979	14.11892102
980	14.11776978
981	14.11736205
982	14.1163794
983	14.11587927
984	14.11354483
985	14.11290736
986	14.1119297
987	14.1105379
988	14.10919346
989	14.10865537
990	14.10780853
991	14.10633414
992	14.1051657
993	14.10360981
994	14.10262292
995	14.10077915
996	14.09969074
997	14.09811634
998	14.09696393
999	14.09628913
1000	14.09573437
1001	14.094279
1002	14.09355077
1003	14.09266047
1004	14.09163155
1005	14.09056465
1006	14.0887987
1007	14.08845419
1008	14.08688073
1009	14.08602349
1010	14.08417112
1011	14.08282317
1012	14.08076143
1013	14.07992303
1014	14.07928536
1015	14.07740192
1016	14.07644093
1017	14.0753404
1018	14.07437227
1019	14.07288135
1020	14.07163705
1021	14.07098401
1022	14.06980557
1023	14.06879037
1024	14.06720433
1025	14.06542245
1026	14.06438132
1027	14.06349639
1028	14.06215386
1029	14.06087721
1030	14.0604882
1031	14.05973676
1032	14.05778746
1033	14.05658819
1034	14.05592188
1035	14.05490568
1036	14.05353969
1037	14.05286849
1038	14.05183896
1039	14.05036508
1040	14.04910748
1041	14.04801508
1042	14.04690261
1043	14.04540399
1044	14.04417155
1045	14.04344722
1046	14.04187099
1047	14.04143704
1048	14.03972349
1049	14.03851964
1050	14.03718282
1051	14.03661198
1052	14.03523694
1053	14.03394756
1054	14.03185537
1055	14.03071661
1056	14.02916541
1057	14.02848112
1058	14.02642443
1059	14.02543627
1060	14.02354593
1061	14.02234635
1062	14.02088455
1063	14.01933435
1064	14.01851038
1065	14.01750481
1066	14.01643187
1067	14.01507416
1068	14.01348322
1069	14.01282135
1070	14.01122092
1071	14.01060283
1072	14.0091791
1073	14.00841209
1074	14.00746774
1075	14.00609879
1076	14.00461865
1077	14.00334672
1078	14.00132945
1079	13.99947954
1080	13.99778201
1081	13.99747783
1082	13.99700916
1083	13.99588508
1084	13.99503613
1085	13.99393079
1086	13.99257927
1087	13.99232184
1088	13.99088232
1089	13.98984994
1090	13.98869637
1091	13.98706225
1092	13.98584094
1093	13.98453201
1094	13.98363102
1095	13.98211275
1096	13.98089415
1097	13.98016786
1098	13.97835536
1099	13.97751698
1100	13.97618361
1101	13.97516384
1102	13.97396939
1103	13.9723654
1104	13.97132602
1105	13.97033999
1106	13.96850262
1107	13.96607047
1108	13.96553235
1109	13.96450418
1110	13.96314944
1111	13.96186704
1112	13.96102862
1113	13.95888199
1114	13.95735171
1115	13.95584996
1116	13.95444883
1117	13.95351205
1118	13.95184121
1119	13.95058613
1120	13.94914286
1121	13.94762294
1122	13.94662309
1123	13.94474191
1124	13.94308124
1125	13.94125942
1126	13.93956895
1127	13.93761837
1128	13.93689794
1129	13.93559829
1130	13.93421633
1131	13.93355828
1132	13.93250965
1133	13.93112149
1134	13.92973259
1135	13.92862973
1136	13.92781654
1137	13.92737132
1138	13.92666106
1139	13.92560303
1140	13.92494676
1141	13.92379095
1142	13.92367729
1143	13.92189462
1144	13.92072498
1145	13.91990487
1146	13.91900476
1147	13.9178146
1148	13.91725179
1149	13.91570382
1150	13.91485758
1151	13.91346637
1152	13.91249247
1153	13.91147111
1154	13.91120859
1155	13.90934763
1156	13.90759775
1157	13.90589814
1158	13.904661
1159	13.90406591
1160	13.90240855
1161	13.90156597
1162	13.90079969
1163	13.90036614
1164	13.89928666
1165	13.89755269
1166	13.89654506
1167	13.89479951
1168	13.894108
1169	13.89294502
1170	13.89241911
1171	13.89163189
1172	13.88959176
1173	13.88839908
1174	13.88775185
1175	13.88608396
1176	13.88589959
1177	13.88541125
